Hours_Studied	Attendance	Access_to_Resources	Sleep_Hours	Previous_Scores	Tutoring_Sessions	Exam_Score												
15	80	Low	9	56	3	64												
23	78	Medium	10	74	3	67												
17	68	Medium	4	65	0	64												
24	72	Low	8	88	3	68												
21	62	Low	6	74	0	62												
11	85	Low	4	92	0	64												
29	70	High	8	97	3	70												
31	72	Medium	8	98	0	68												
16	91	Medium	8	63	2	69												
18	73	Medium	8	88	3	65												
22	70	High	8	72	2	67												
22	67	Medium	6	71	2	65												
24	91	Medium	7	93	0	71												
32	65	Low	8	57	2	65												
19	78	Medium	9	74	2	66												
15	80	Medium	7	80	0	65												
12	87	Medium	7	53	2	65												
16	85	Medium	7	93	1	68												
20	92	Medium	5	66	2	68												
31	62	Medium	8	83	0	67												
17	72	Medium	5	96	3	65												
21	71	Low	8	86	2	66												
20	66	Medium	7	94	0	63												
27	72	High	5	53	1	70												
35	72	High	5	75	1	72												
17	81	High	6	78	2	67												
17	87	Low	6	84	0	67												
26	75	Medium	9	56	1	66												
24	89	Medium	7	83	1	66												
31	73	Medium	8	57	2	69												
24	72	Low	9	53	0	62												
18	82	Medium	9	73	2	66												
24	61	Medium	7	80	0	64												
27	63	Medium	6	98	1	67												
25	77	High	8	85	2	71												
23	98	Medium	6	80	1	73												
26	89	Low	10	61	0	68												
27	64	Low	8	58	2	66												
28	94	High	7	80	3	75												
24	89	High	8	61	1	72												
19	84	Low	7	85	1	68												
21	93	Medium	6	56	1	68												
27	76	High	8	67	1	69												
15	69	Medium	7	89	1	63												
22	80	High	10	92	0	70												
18	82	Medium	6	67	1	66												
20	82	Low	8	60	3	66												
28	83	High	6	98	1	72												
21	98	Medium	6	88	1	71												
20	96	Medium	4	90	3	72												
12	95	Medium	8	61	4	69												
24	92	High	6	71	2	71												
24	98	Low	9	53	3	69												
33	64	Medium	8	55	1	68												
18	71	Low	7	61	2	61												
21	80	High	5	65	2	68												
21	94	Medium	8	100	0	72												
29	80	Medium	6	71	0	70												
19	90	Medium	5	85	0	73												
22	66	High	8	95	3	67												
24	70	High	5	62	2	65												
21	89	Medium	4	57	1	68												
17	67	High	9	62	3	65												
21	74	Medium	6	94	1	97												
26	71	Low	4	83	1	66												
14	74	High	6	73	2	67												
21	88	Medium	6	91	2	70												
16	75	Medium	9	62	3	66												
27	82	High	5	62	1	69												
11	64	Medium	5	78	2	62												
17	92	Low	8	90	1	68												
22	75	High	6	63	1	67												
29	86	Medium	7	61	0	68												
20	89	Medium	6	74	1	69												
17	68	Medium	10	57	1	62												
31	95	Medium	5	87	2	75												
11	85	Medium	7	79	2	65												
7	77	Medium	9	76	2	63												
23	67	Medium	6	94	1	66												
17	98	High	6	87	3	71												
14	90	Medium	8	57	0	66												
24	68	Medium	9	71	2	66												
21	74	High	6	66	1	66												
17	92	High	9	90	1	71												
12	88	Medium	7	86	3	68												
25	91	Medium	8	74	1	71												
24	78	Medium	9	91	0	68												
19	89	Medium	8	71	2	68												
31	75	Medium	7	90	2	68												
14	68	Medium	6	52	2	62												
11	85	Low	10	57	0	65												
16	99	High	6	88	2	71												
20	72	High	7	56	0	63												
21	78	Medium	8	84	1	68												
19	87	Low	8	86	1	69												
22	82	High	10	83	1	69												
12	94	High	7	91	3	71												
29	90	High	7	76	0	71												
20	62	Medium	9	95	0	62												
27	100	Low	7	78	2	70												
22	90	High	8	75	1	70												
23	95	Medium	7	75	2	73												
23	86	High	8	96	3	71												
23	94	Low	8	62	2	69												
24	64	High	6	85	0	66												
28	74	Low	4	62	1	65												
21	95	Medium	4	55	2	71												
24	68	Medium	4	98	2	68												
19	63	High	7	56	2	64												
29	92	Low	4	84	2	71												
16	93	Medium	7	71	0	67												
31	67	Low	7	92	2	66												
20	94	High	8	89	1	71												
11	87	Medium	8	57	0	62												
21	81	Medium	8	73	3	67												
16	93	Low	8	51	3	67												
25	77	Medium	7	71	0	66												
16	68	Medium	7	85	1	64												
17	71	Medium	6	62	2	62												
9	80	High	7	91	1	65												
17	81	Low	5	53	0	63												
5	92	Medium	9	52	2	64												
10	92	High	6	51	1	65												
25	83	High	7	64	0	68												
25	91	High	7	73	2	72												
23	68	Medium	9	55	0	64												
14	62	Medium	4	100	1	62												
20	95	Low	7	100	3	69												
20	63	Low	8	76	3	64												
13	70	Medium	10	78	1	61												
29	88	High	7	96	2	72												
25	76	Low	6	88	1	66												
19	95	Low	10	58	2	69												
20	72	Medium	8	90	2	65												
21	60	Medium	9	62	2	64												
8	72	Medium	5	72	3	62												
19	83	Medium	8	77	1	66												
16	75	Low	5	86	0	62												
14	81	Medium	5	58	3	66												
18	95	High	8	54	2	70												
31	96	Medium	8	93	3	75												
24	71	High	6	91	3	67												
17	78	Medium	9	76	4	66												
23	82	High	6	83	2	71												
28	98	Medium	7	86	2	75												
26	100	High	7	74	1	72												
20	69	Medium	7	63	2	64												
16	89	Medium	9	74	1	65												
24	75	Medium	5	98	1	67												
22	60	Medium	6	92	2	63												
25	60	Low	5	73	1	62												
24	78	High	10	61	2	69												
26	80	Medium	7	94	1	70												
17	61	Medium	6	82	0	63												
28	87	Medium	7	70	2	71												
21	72	Low	8	56	0	63												
32	82	Medium	8	88	0	71												
16	72	Medium	6	66	0	63												
30	67	High	6	80	0	68												
21	76	Low	5	78	0	65												
16	69	High	7	85	0	66												
17	81	Medium	9	77	3	66												
18	68	High	6	82	0	66												
23	80	Low	8	54	0	65												
23	66	High	6	83	0	66												
17	87	Medium	5	60	4	67												
20	90	Medium	8	70	0	68												
33	64	Low	10	76	2	68												
30	79	Medium	8	84	3	69												
23	63	Low	6	87	1	64												
20	84	Medium	6	85	0	67												
21	71	Medium	10	55	1	63												
24	81	High	7	69	3	67												
14	81	High	6	64	2	64												
18	97	Medium	7	70	0	66												
10	82	Medium	7	82	2	65												
22	83	Medium	8	60	4	68												
24	76	High	9	75	0	66												
17	98	High	9	94	0	71												
29	91	High	7	87	2	74												
13	71	High	7	86	2	65												
11	94	High	8	92	0	68												
21	77	High	6	70	2	68												
26	93	Medium	8	88	1	72												
30	93	High	7	53	3	74												
17	68	High	8	53	0	61												
26	88	Low	10	67	0	65												
20	72	Low	8	60	0	63												
19	72	Medium	7	76	1	66												
25	72	High	6	59	2	66												
24	89	Medium	7	99	2	73												
11	69	Medium	5	93	0	63												
29	60	High	8	99	0	68												
28	89	Low	4	90	3	73												
16	67	High	8	98	0	63												
22	64	High	8	68	2	65												
23	70	High	7	75	0	66												
22	75	Low	6	62	0	65												
17	79	High	7	82	0	66												
16	62	Medium	4	89	3	65												
20	99	Medium	8	75	2	70												
27	89	Medium	7	65	1	70												
23	73	Medium	9	75	0	68												
18	73	High	8	53	1	64												
25	78	Medium	7	86	1	68												
3	85	High	8	73	2	62												
27	66	Medium	6	95	1	68												
10	68	Medium	6	96	1	61												
18	94	Medium	7	56	1	69												
13	70	Medium	7	100	3	65												
12	75	High	6	98	2	65												
27	95	High	7	81	3	72												
17	87	Medium	7	91	3	70												
22	74	High	10	51	1	65												
20	87	Medium	7	99	3	69												
23	61	Low	6	73	1	65												
20	89	Medium	7	95	3	69												
12	79	Medium	9	69	2	65												
26	93	High	9	89	0	72												
17	98	Low	10	71	0	70												
11	97	Medium	7	68	0	64												
17	96	Low	8	97	0	67												
29	80	Low	5	85	0	69												
25	74	Medium	6	92	4	70												
18	79	Medium	5	77	1	65												
18	88	High	8	96	1	69												
18	95	Medium	7	87	5	74												
32	68	Medium	7	54	1	66												
22	97	Medium	6	88	1	72												
23	93	Low	8	51	0	67												
26	99	High	4	91	2	75												
21	95	Low	7	67	3	70												
18	71	Low	7	80	1	63												
19	64	Medium	4	87	2	65												
20	64	High	8	82	3	64												
20	72	High	7	84	2	65												
24	85	Medium	8	95	2	70												
20	92	Low	10	69	0	67												
24	96	Medium	7	77	0	67												
20	85	High	8	59	1	68												
20	60	Medium	9	73	4	65												
8	67	Medium	8	58	2	61												
25	64	Low	6	82	2	63												
22	75	Low	5	66	2	80												
26	80	Medium	8	93	2	69												
3	62	Low	6	67	1	55												
33	74	Medium	9	64	2	70												
19	67	Medium	6	75	1	65												
27	86	Medium	7	59	1	68												
14	79	Low	5	60	3	64												
24	80	Medium	6	89	1	69												
14	77	High	6	75	1	89												
16	98	Low	6	60	1	67												
31	69	Medium	7	52	2	92												
19	81	High	6	73	1	67												
21	89	Medium	10	87	3	70												
25	82	Low	8	68	1	68												
23	97	Low	9	62	0	70												
21	75	Medium	7	70	3	67												
22	79	Medium	7	98	0	69												
34	64	Medium	6	71	0	67												
20	84	High	10	63	0	69												
21	72	High	7	78	0	63												
26	66	Medium	6	91	3	69												
27	82	High	6	51	1	66												
27	81	Medium	8	78	0	68												
24	63	Medium	9	92	4	69												
13	88	Low	9	61	4	66												
30	85	Medium	6	96	1	72												
13	68	Medium	6	79	1	62												
22	79	Medium	9	76	1	67												
15	89	Low	10	98	0	67												
20	81	High	7	56	1	67												
22	76	Low	9	87	2	65												
22	73	Low	5	91	1	67												
23	84	Low	6	74	3	66												
30	98	Low	5	50	0	70												
23	87	High	8	76	2	71												
19	63	High	7	58	2	64												
26	78	High	7	78	4	69												
27	96	High	9	87	0	72												
13	64	Low	6	77	0	60												
24	100	Low	7	82	1	71												
24	98	Medium	5	55	0	71												
18	63	High	9	55	2	66												
28	97	Medium	9	93	3	74												
19	75	Medium	8	52	0	64												
21	94	Low	7	64	2	68												
19	77	Low	6	97	4	66												
20	78	Medium	5	73	1	65												
13	85	High	7	84	0	64												
11	91	Low	8	61	1	65												
30	61	High	10	64	4	69												
15	84	High	6	75	2	68												
14	67	High	7	82	1	62												
7	74	High	9	98	3	63												
16	74	Low	9	79	0	65												
12	79	High	6	55	1	62												
30	73	Medium	7	68	0	67												
26	64	High	6	62	1	64												
16	66	Low	6	63	2	61												
34	61	Medium	9	75	1	65												
26	79	Low	7	66	1	67												
18	98	Low	7	64	0	70												
5	65	High	7	98	1	59												
34	98	High	7	79	1	75												
12	89	Medium	7	63	4	67												
10	85	Medium	6	64	1	64												
26	86	High	9	91	3	72												
35	93	Medium	6	94	5	76												
28	64	High	6	84	2	69												
23	80	Medium	7	72	0	65												
24	88	Medium	10	88	2	72												
25	83	High	6	97	0	69												
25	93	Medium	8	58	0	71												
22	63	Medium	7	93	0	64												
21	88	High	7	92	2	74												
20	81	High	8	68	0	68												
15	75	High	4	65	1	66												
18	74	Medium	6	78	0	65												
10	85	Medium	8	64	2	67												
19	96	Medium	7	57	0	69												
14	80	Low	7	98	2	66												
13	93	High	8	75	1	69												
21	76	Medium	6	74	2	67												
28	64	Medium	9	56	1	64												
26	62	High	8	75	2	67												
11	62	High	7	87	3	61												
14	75	Low	8	62	0	61												
26	73	Medium	9	68	4	68												
14	89	High	6	59	2	66												
19	90	Medium	8	68	0	66												
23	62	High	10	93	2	68												
14	69	High	8	62	1	63												
21	71	Medium	7	51	3	66												
12	82	Medium	10	77	0	66												
16	66	Medium	7	79	0	66												
22	65	Medium	9	66	2	65												
10	98	Medium	6	82	2	69												
23	92	High	9	52	1	71												
20	67	High	6	67	1	66												
23	76	Medium	7	57	1	66												
21	74	High	6	61	0	65												
28	92	Medium	10	69	4	71												
21	80	High	7	75	3	69												
17	65	Low	5	55	2	61												
21	90	Medium	7	55	1	70												
23	76	Medium	8	84	2	70												
20	71	Medium	7	70	0	65												
20	75	Low	6	59	2	64												
16	80	High	9	62	0	68												
16	74	Medium	9	86	1	63												
12	70	High	5	53	2	63												
30	76	Medium	6	75	3	71												
13	61	Low	7	68	1	58												
16	91	Medium	6	91	1	68												
16	67	High	8	90	1	65												
25	62	Medium	10	84	2	65												
18	86	Low	6	69	2	68												
27	91	High	9	82	0	69												
16	93	Medium	5	82	5	71												
22	80	Medium	8	67	2	65												
15	68	Medium	6	94	0	64												
33	89	Medium	8	99	2	75												
13	88	Medium	4	66	1	67												
22	70	High	5	90	1	68												
24	96	High	8	75	1	72												
22	64	Medium	6	73	3	67												
19	99	Medium	7	69	1	72												
19	94	Low	10	65	1	69												
20	88	Low	7	96	0	68												
19	98	Medium	8	87	0	70												
26	89	Medium	6	72	1	69												
33	68	Low	5	88	2	67												
17	78	Medium	7	86	0	63												
12	63	High	5	63	4	61												
19	76	High	6	59	1	66												
35	90	Medium	7	92	0	73												
15	75	High	7	91	0	67												
30	73	Medium	8	100	2	72												
30	84	Medium	8	51	1	69												
17	95	High	5	77	2	69												
23	62	High	6	85	1	63												
30	75	Medium	4	79	0	67												
18	66	Medium	6	86	0	63												
19	88	High	8	57	1	66												
17	64	Medium	9	50	2	62												
14	87	Medium	7	55	2	68												
16	71	High	9	69	1	65												
13	68	Low	8	66	0	59												
20	97	Medium	7	94	1	72												
15	61	High	6	54	0	63												
21	78	Medium	4	72	1	68												
11	61	Medium	9	98	0	61												
22	79	Medium	7	75	1	65												
25	80	Medium	9	57	2	68												
8	73	Medium	6	65	1	61												
22	65	Low	10	81	1	63												
27	75	Medium	7	51	1	67												
13	87	Medium	6	98	0	66												
30	91	Medium	7	78	3	75												
23	81	Medium	7	85	0	68												
16	84	Medium	7	75	2	65												
20	68	Medium	6	98	0	64												
23	71	Medium	4	79	2	67												
20	66	Medium	6	83	2	64												
23	70	High	9	93	0	67												
14	69	High	6	93	2	63												
21	81	Medium	4	51	0	67												
12	83	Low	5	64	1	65												
19	98	Low	7	62	1	70												
15	68	Medium	6	50	2	62												
16	86	Medium	7	94	2	69												
27	93	Low	6	66	2	70												
27	82	Medium	9	67	1	68												
24	70	High	8	55	4	68												
13	71	Medium	10	99	0	64												
18	62	High	6	91	4	63												
27	72	Low	7	79	2	68												
21	90	Low	9	89	1	67												
34	62	Low	8	89	3	68												
22	69	High	6	83	1	66												
21	88	Medium	8	59	2	67												
18	91	Medium	8	86	1	69												
21	78	Medium	4	78	2	68												
19	88	High	6	86	4	70												
24	76	Medium	7	77	3	68												
26	66	Medium	9	98	2	66												
15	76	High	8	81	2	67												
12	83	Medium	6	79	1	65												
9	98	Medium	6	92	0	67												
23	63	Medium	8	69	2	63												
13	80	High	4	66	2	64												
7	73	Medium	6	75	3	64												
22	80	Low	9	79	0	66												
35	61	High	7	61	2	68												
20	73	Medium	6	84	0	67												
25	93	High	5	90	1	72												
20	82	Medium	8	79	1	67												
19	78	Medium	7	76	2	66												
26	71	Low	7	65	1	66												
18	72	High	8	95	1	67												
22	75	Medium	7	88	0	65												
22	93	Medium	7	74	2	70												
16	99	Medium	5	83	0	69												
26	78	High	5	67	1	69												
19	76	Medium	8	53	1	66												
15	94	Low	8	60	2	66												
23	77	High	8	54	1	67												
15	82	High	6	75	1	67												
20	69	Medium	8	81	2	67												
20	90	High	6	69	2	72												
27	81	Low	9	77	1	68												
23	92	Low	6	54	3	70												
20	91	Medium	6	88	1	69												
25	69	Low	7	52	1	65												
28	89	High	8	82	0	72												
23	92	High	7	72	0	69												
20	74	Medium	7	59	5	68												
12	67	High	6	76	1	62												
14	60	Low	7	89	2	60												
18	78	Medium	7	71	3	67												
16	74	High	6	68	2	67												
19	82	High	7	57	1	67												
20	68	Medium	7	80	0	63												
23	94	Low	10	91	1	71												
20	70	Medium	6	78	0	66												
23	69	Medium	6	58	0	65												
20	79	Medium	7	83	2	69												
8	80	Low	6	52	2	63												
14	69	Medium	5	92	3	64												
